accX,accY,accZ,gX,gY,gZ,gyrX,gyrY,gyrZ,mX,mY,mZ,oZ,oX,oY,delta
-0.4178,1.075,8.1594,-0.0326,0.1795,9.805,0.0757,0.0134,-0.0819,-5.7,-27.8,-44,167.45,-0.88,0.1,63481
-0.4034,0.3376,10.0137,0.021,0.2864,9.8024,0.0953,-0.0916,-0.1698,-5.7,-28,-44,167.54,-1.37,-0.06,63583
0.2897,-0.3663,11.1749,0.0755,0.1095,9.8057,-0.6426,0.193,-0.4093,-5.6,-28.2,-43.7,168.34,-1.61,-0.63,63685
0.0108,-0.0096,8.7568,0.0959,-0.0622,9.806,-0.2382,-0.1429,-0.1246,-5.2,-28,-44,170.44,0.18,-0.34,63788
0.3148,0.3843,8.8921,0.1107,-0.2578,9.8026,-0.2101,0.0611,0.1136,-4.9,-27.1,-44.4,170.91,1.51,-0.65,63890
0.146,0.9996,7.8602,0.0895,-0.2418,9.8033,0.2309,0.0721,0.2285,-4.8,-26.6,-44.5,170.7,1.41,-0.52,63991
-0.085,0.243,12.3301,0.0173,0.0188,9.8066,0.2688,0.0098,0.2578,-5.1,-26.4,-44.4,169.43,0.35,-0.13,64093
-0.0814,-0.0431,10.058,-0.1553,0.3928,9.7976,-0.4142,0.1014,0.2101,-5.2,-27,-43.9,167.84,-1.84,0.66,64196
-0.4776,0.4836,8.6586,-0.184,0.2501,9.8017,0.1124,-0.182,0.2859,-5.3,-27.7,-43.6,167.77,-1.46,1.08,64297
-0.4944,-0.0599,9.7264,0.0254,0.0846,9.8063,-0.1246,0.0354,-0.0342,-5.5,-28,-43.5,169.74,-1.04,-0.1,64399
-0.4836,0.814,8.6503,-0.0264,0.0643,9.8064,0.2126,0.1124,0.0415,-5.9,-27.6,-44,167.98,-0.22,-0.1,64501
-0.5387,0.7685,10.3465,-0.0433,0.1938,9.8046,0.0745,-0.0281,-0.0305,-5.9,-27.4,-43.9,166.59,-0.93,0.35,64604
-0.4705,0.3005,10.0197,-0.0319,0.3953,9.7986,0.2602,0.1698,-0.1527,-5.6,-27.7,-43.9,166.81,-2.31,0.19,64705
-0.4274,0.249,8.4707,-0.1286,0.4781,9.7941,-0.4972,0.0684,-0.2053,-5.3,-28.4,-43.6,168.71,-3.78,0,64808
-0.3831,0.1006,8.8992,-0.0703,0.1243,9.8056,-0.3299,-0.0342,-0.1845,-4.6,-28.8,-43.2,169.9,-1.23,0,64909
-0.1341,0.9206,8.5533,-0.2294,-0.1577,9.8027,-0.1979,0.1674,0.1649,-3.9,-28.2,-43.3,170.54,0.77,1.02,65012
0.0299,0.9697,8.6718,-0.1638,-0.0566,9.8051,0.0159,-0.0843,0.0428,-3.6,-27.7,-43.6,170.25,0.46,1.14,65114
-0.3077,0.8092,12.2547,-0.0632,0.0591,9.8063,0.3738,-0.121,0.1442,-3.8,-27.5,-43.9,170.9,-0.35,0.37,65215
0.2562,0.0622,11.716,-0.0382,0.1257,9.8058,-0.2101,-0.0513,0.0024,-4.1,-28,-43.6,170.92,-1.56,0.37,65318
-0.2478,0.2334,9.2117,0.0653,0.1028,9.8059,0.1161,-0.4569,-0.0012,-4.5,-28.3,-43.5,172.32,-0.6,-0.38,65419
-0.6536,-0.0551,9.3685,0.0997,-0.0547,9.806,-0.2224,0.1515,-0.033,-4.8,-28.4,-43.7,171.1,-0.28,-0.85,65521
-0.0838,0.583,7.6507,0.0461,-0.0014,9.8065,0.1295,-0.1234,0.0794,-5.1,-27.8,-44.1,170.84,0.88,-0.49,65623
-0.6524,0.255,10.058,-0.0301,0.1805,9.8049,0.1271,-0.0965,-0.1967,-5.2,-27.9,-44.1,169.21,-0.82,0.28,65725
0.589,0.3567,8.7592,-0.0735,0.5231,9.7924,-0.0086,-0.1539,-0.3384,-4.8,-28.6,-43.5,168.94,-2.31,0.44,65828
0.0467,0.5327,9.8354,-0.1209,0.2093,9.8037,0.1075,-0.1344,0.0037,-4,-29.5,-42.9,170.84,-1.22,0.71,65929
0.0275,0.7159,9.1614,-0.0759,0.0292,9.8063,-0.518,0.0513,-0.0574,-3.5,-29.6,-42.8,173.63,-0.17,0.44,66031
-0.316,0.6488,9.9479,-0.0923,-0.1213,9.8055,-0.0037,0.0281,0.1161,-3.3,-29.1,-43,173.34,0.47,0.57,66133
-0.2538,0.4262,9.7719,-0.1075,0.1289,9.8052,0.1576,0.0342,0.121,-3.5,-28.6,-43.4,173.04,-0.75,0.63,66236
-0.073,0.6189,10.6757,0.0059,0.4447,9.7966,0.3934,-0.2138,0.193,-3.6,-28.8,-43,171.2,-2.12,0.32,66337
-1.2175,-0.7003,12.0799,0.0625,0.1717,9.8049,-0.237,0.3396,0.1625,-4.2,-29.4,-42.5,172.98,-1.71,-0.8,66439
-0.2179,0.5423,8.3881,-0.0501,0.1175,9.8058,-0.1747,0.0965,0.2065,-4.8,-29.6,-42.1,170.18,-0.96,0.1,66541
-0.1269,0.7673,9.1375,-0.0469,0.0778,9.8062,0.0159,-0.0171,0.1625,-5.4,-29.3,-42.3,169.67,-0.43,0.31,66644
-0.8116,0.8571,9.432,-0.1816,0.2244,9.8024,0.0391,0.0745,-0.0794,-5.8,-28.9,-42.5,166.61,-1.25,0.93,66746
0.0359,0.3962,11.1534,-0.0621,0.3878,9.7988,0.2615,-0.16,-0.077,-5.9,-29,-42.5,166.75,-1.76,0.72,66847
0.1508,0.1808,10.0724,0.0661,0.5993,9.7881,0.2676,-0.1686,-0.0232,-6.3,-29.6,-42,168.16,-3.61,-0.38,66949
0.1616,0.6333,8.2995,0.0344,0.4355,9.7969,-0.066,0.0012,-0.1564,-6.6,-30.1,-41.8,166.3,-2.55,-0.2,67052
-0.1963,0.929,8.7281,-0.0649,0.2211,9.8039,0.0367,0.1698,-0.0464,-6.5,-30,-42,168.05,-1.65,0.13,67153
0.0204,1.5155,8.4551,-0.2336,0.3001,9.7993,0.0464,0.0428,-0.1173,-6.1,-29.5,-42.7,166,-1.62,1.24,67255
-0.5279,0.6009,10.9056,-0.3187,0.3368,9.7957,0.0415,0.1454,-0.1026,-5.6,-29.5,-43.1,165.29,-1.85,1.66,67358
0.5722,0.8511,9.5325,-0.3497,0.5208,9.7866,-0.1173,-0.2468,0.0648,-5.2,-29.6,-42.8,166.81,-2.68,2.07,67459
-0.5207,0.7386,8.5677,-0.2436,0.279,9.7997,-0.0073,-0.1881,0.0391,-5,-29.6,-42.5,168.15,-1.63,1.42,67561
-0.1963,0.4585,8.078,-0.1032,0.1613,9.8048,-0.1454,-0.0782,0.0904,-5.2,-29.4,-42.6,168.84,-1.39,0.69,67663
-0.4262,1.336,7.7608,-0.1169,0.1354,9.805,0.1417,0.1185,0.0684,-5.8,-28.7,-43.2,167.51,-0.42,0.47,67765
-0.5686,0.899,10.422,-0.1686,0.1269,9.8044,0.1466,-0.0855,-0.066,-6.1,-28.5,-43.3,166.24,-0.75,0.96,67868
0.0742,-0.2646,10.9427,-0.0572,0.3586,9.7999,0.3115,-0.0635,-0.0648,-6.3,-28.4,-43.3,166.23,-1.98,0.66,67969
-0.3974,-0.577,10.5453,-0.1664,0.2278,9.8026,-0.0086,-0.0305,0.0049,-6.2,-28.8,-43.2,166.53,-1.39,0.92,68071
0.1999,0.3077,9.2955,-0.0593,0.2012,9.8044,-0.121,-0.1503,-0.0965,-6,-29,-42.8,167.45,-1.18,0.35,68174
-0.2562,1.0798,7.9045,-0.0572,0.1921,9.8046,0.1393,-0.0086,-0.066,-5.9,-28.8,-43.1,167.68,-0.88,0.25,68275
0.0407,1.2546,9.1662,-0.063,0.2934,9.8021,0.0635,0.0367,-0.0183,-5.8,-28.9,-43.1,167.33,-1.55,0.34,68377
-0.2322,1.3455,10.574,-0.012,0.5038,9.7937,0.3592,0.0916,0.1063,-5.7,-29.2,-43.1,167.25,-2.95,0.07,68479
-1.1863,0.0215,11.7268,-0.0917,0.5691,9.7897,-0.1185,0.0342,0.1014,-5.5,-29.7,-42.7,168.71,-3.85,0.53,68581
-0.2765,0.5363,8.5461,0.0221,0.403,9.7983,-0.1381,-0.2309,0.1258,-5.6,-30,-42.5,168,-2.79,-0.09,68684
0.0168,0.6883,8.1032,0.0019,0.218,9.8042,-0.1491,-0.0171,0.0696,-5.8,-30,-42.5,168.24,-1.45,0.03,68786
-0.1209,1.4724,7.2736,-0.0887,0.2662,9.8026,0.0684,0.0134,-0.1051,-6,-29.5,-42.8,167.28,-1.16,0.47,68888
-0.5746,0.2011,12.2188,-0.0055,0.3952,9.7987,0.121,-0.1735,-0.0806,-6.2,-29.3,-43.4,167.21,-2.09,0.3,68989
-0.9098,-0.7171,11.7017,0.014,0.4735,9.7952,-0.1161,-0.0867,-0.0965,-6.1,-29.6,-43.2,167.98,-2.77,-0.08,69092
0.7326,0.6716,8.6479,0.0284,0.3831,9.7991,0.0953,-0.0562,0.1148,-6.2,-29.7,-43.2,167.99,-1.96,0.09,69193
-0.0431,1.1301,7.4711,0.043,0.2126,9.8043,-0.066,0.1576,-0.0049,-6.3,-29.6,-43.3,168.69,-1.24,-0.25,69295
-0.3627,1.1875,8.5042,-0.0237,0.1979,9.8046,0.0538,-0.0257,0.0623,-6.4,-29.2,-43.6,167.74,-0.96,0.18,69397
-0.5543,0.5686,11.4766,-0.0897,0.3566,9.7998,0.1808,0.0281,0.1417,-6.4,-29,-43.7,167.02,-1.77,0.48,69499
-0.7003,1.1648,9.6211,-0.191,0.6162,9.7854,-0.1136,-0.1576,0.2224,-6.3,-29.3,-43.5,165.59,-3.35,1.06,69601
-0.1341,0.8056,9.3218,-0.0959,0.5051,9.7932,0.0086,-0.022,0.3238,-6.6,-29.7,-43.1,165.03,-2.95,0.56,69703
-0.0431,0.4381,9.0549,0.0823,0.452,9.7959,-0.2199,0.0611,0.0159,-7.5,-29.9,-42.8,166.67,-2.88,-0.55,69805
-0.4166,0.9002,8.8849,-0.0023,0.3868,9.799,0.1136,0.1723,-0.0574,-8.1,-29.5,-42.7,163.89,-2.28,-0.17,69908
-1.0798,0.9301,10.0449,-0.1384,0.4697,9.7944,0.0244,0.0782,-0.2065,-8.4,-29.4,-42.7,162.27,-2.75,0.81,70009
0.2263,-0.0012,11.1725,-0.1265,0.5627,9.7897,0.0806,0.0464,-0.1857,-7.7,-29.5,-42.6,162.02,-3.26,0.8,70112
-0.1053,0.0706,10.1742,-0.2357,0.4198,9.7948,0.055,0.0244,-0.1002,-7.2,-29.6,-42.4,164.53,-2.59,1.05,70213
-0.3962,0.0802,10.5201,-0.1139,0.1554,9.8048,-0.2028,0.0953,-0.1784,-6.5,-29.5,-42.6,167.07,-0.91,0.67,70316
-0.6847,1.0475,7.695,-0.2242,0.0597,9.8039,-0.0489,0.0867,-0.1283,-6,-29,-43,166.54,-0.44,1.15,70418
-0.7374,0.8751,9.3733,-0.2127,0.1239,9.8036,0.0012,0.0049,-0.1087,-5.6,-28.5,-43.3,165.81,-0.51,1.31,70520
-0.571,1.2737,10.4291,-0.2651,0.3357,9.7973,0.3262,0.1429,0.2749,-5.4,-28.2,-43.5,167.45,-1.14,1.39,70621
-0.923,-0.899,13.362,-0.1529,0.3094,9.8006,-0.2883,-0.3201,-0.011,-5.4,-28.5,-43.2,167.22,-2.38,1.26,70723
-0.1389,0.5207,8.4252,0.0256,0.3022,9.802,-0.033,-0.3042,0.0843,-5.9,-28.8,-43.1,166.98,-1.96,0.49,70825
-0.3472,0.5483,8.3845,0.1053,0.1244,9.8053,-0.0367,-0.1136,0.0501,-6.7,-28.8,-43,166.69,-0.81,-0.38,70928
-0.5483,0.9254,8.521,0.0995,0.1005,9.8056,-0.0061,0.0098,-0.0195,-7.2,-28.4,-43,166.54,-0.69,-0.57,71029
-0.65,0.237,12.2248,0.1132,0.1745,9.8044,0.1136,-0.1552,-0.1026,-7.5,-28.1,-43,166.57,-1.02,-0.66,71131
1.0989,0.2717,10.5093,0.1214,0.4182,9.797,-0.1344,0.0489,-0.2199,-7.6,-28.3,-42.9,164.07,-2.65,-0.78,71233
0.7614,0.1101,8.6119,0.1244,0.3663,9.799,-0.0501,-0.0391,-0.0745,-7.4,-28.8,-42.8,166.73,-2.14,-0.73,71335
-0.0431,0.3304,8.8597,0.114,0.2056,9.8038,-0.2004,0.0476,-0.0831,-7.3,-28.8,-42.7,167,-1.57,-0.77,71438
-0.2634,1.2881,8.2181,0.0333,0.1587,9.8053,-0.0696,0.066,0.011,-6.9,-28.5,-43.3,165.91,-0.93,-0.19,71539
-0.5375,0.9625,10.3549,-0.0596,0.1778,9.8049,0.1063,0.1943,0.0586,-6.8,-28.2,-43.3,165.6,-0.96,0.01,71642
-0.0982,1.1289,12.5923,-0.1359,0.2968,9.8012,0.1234,-0.0305,0.193,-6.4,-28.2,-43.3,166.12,-1.73,0.79,71743
-1.3515,-0.2478,11.1282,-0.2489,0.4029,9.7952,0.0623,0.0428,0.1747,-6.2,-28.4,-43,165.2,-2.2,1.28,71845
0.0551,0.2023,8.8681,-0.1127,0.4827,9.7941,-0.3384,-0.1662,0.022,-6.2,-28.9,-42.9,166.4,-2.82,0.66,71948
-0.401,1.0906,8.4575,-0.0401,0.3561,9.8001,0.0122,0.0012,-0.0379,-6.7,-28.8,-42.9,165.21,-2.09,0.31,72050
-0.6943,0.9673,9.8114,-0.0295,0.4207,9.7976,0.044,-0.0342,-0.0929,-7.1,-28.8,-42.7,165.39,-2.31,0.13,72151
-1.002,0.656,11.9207,-0.1716,0.4668,9.794,-0.1258,0.3677,-0.1063,-7.3,-28.8,-42.9,163.94,-2.73,1,72253
-1.3408,-1.2965,12.639,-0.3297,0.3178,9.796,-0.4325,0.3286,-0.1454,-6.9,-28.8,-43,162.79,-2.75,1.78,72355
0.091,-0.3256,11.6574,-0.3614,0.001,9.8,-0.0941,-0.1784,-0.0257,-5.8,-28.1,-43.7,163.82,-0.8,2.54,72458
-0.1041,0.8667,7.3287,-0.4111,-0.0974,9.7975,0.0757,0.0049,0.0147,-5.2,-27.5,-44,166.15,0.78,2.36,72559
-0.079,1.2186,9.2644,-0.3105,-0.028,9.8017,0.0367,-0.0782,-0.0525,-4.8,-26.9,-44.8,166.68,0.16,1.81,72661
-0.9301,0.5866,10.9439,-0.3858,0.1354,9.7981,0.1332,0.1576,-0.0049,-4.9,-26.9,-44.9,166.58,-0.09,1.82,72763
0.3065,0.334,10.6614,-0.2834,0.3821,9.7951,0.1161,-0.1527,0.2468,-4.9,-27.4,-44.7,165.14,-2.21,2.17,72865
-0.4836,0.662,8.5569,-0.1008,0.3682,9.7992,0.2492,-0.2834,0.3702,-5.3,-27.7,-44.4,167.91,-1.7,0.93,72967
0.2981,0.571,8.4096,0.126,0.3709,9.7988,-0.0574,-0.16,0.1894,-6.5,-28.2,-44.2,168.24,-2.47,-0.74,73069
0.2442,1.5718,7.6818,0.0654,0.5076,9.7933,0.2615,0.1124,0.1686,-7.7,-28.4,-43.9,163.83,-2.52,-0.59,73172
-0.583,0.6788,10.3729,0.0188,0.6274,9.7865,0.1784,0.0403,-0.1662,-7.9,-28.7,-43.7,163.66,-3.34,-0.35,73273
-0.2693,0.6823,10.161,0.0574,0.8467,9.7699,0.2407,-0.2162,0.0049,-7.8,-29.4,-43.3,162.89,-4.95,-0.34,73375
-0.176,0.2837,11.1701,0.1038,0.6623,9.7837,-0.5901,0.182,-0.3702,-7.7,-29.9,-43,164.6,-4.5,-0.92,73477
0.3531,0.8499,9.2859,0.192,0.5838,9.7874,-0.3457,-0.0855,-0.1051,-7.4,-30.2,-43.1,167.33,-3.41,-1.12,73580
-0.2813,1.4808,7.6818,0.1105,0.5397,9.7912,-0.0867,0.1955,-0.11,-7.3,-30.2,-43.1,167.44,-3.19,-1.15,73681
-0.4812,1.4653,8.6227,-0.0507,0.4987,9.7938,-0.0171,0.1356,-0.0696,-6.9,-29.9,-43.8,166.02,-3.09,-0.17,73783
-0.4944,1.1492,12.7132,-0.1839,0.4971,9.7923,-0.0147,0.0586,0.182,-6.5,-29.8,-43.9,166.79,-2.86,0.68,73885
0.3472,0.1389,12.0931,-0.0902,0.4839,9.7943,-0.3445,-0.2871,0.066,-6,-29.6,-43.7,165.9,-3.42,1.13,73988
-0.0239,0.8631,8.0673,0.034,0.5972,9.7884,0.3616,-0.1112,0.452,-6.2,-29.5,-43.3,167.03,-2.89,0.23,74090
-0.1939,0.8487,8.3462,0.2577,0.5483,9.7879,-0.0672,0.0501,0.0086,-7.3,-29.5,-43.2,167.39,-3.26,-1.43,74192
0.1137,1.4401,7.7309,0.2729,0.6405,9.7819,0.2321,0.0073,-0.0476,-8.4,-29.5,-42.8,165.41,-3.74,-1.6,74293
-0.0431,0.8356,11.6083,0.2762,0.725,9.7759,0.1429,-0.1112,-0.1979,-8.6,-29.7,-42.7,163.6,-4.07,-1.46,74396
0.431,1.4856,9.6391,0.2104,0.9409,9.7591,0.3311,0.1637,-0.1588,-8.4,-30.4,-42.4,164.64,-5.51,-1.24,74497
-0.8691,-0.3328,12.2032,0.0473,0.7153,9.7804,-0.1869,0.2712,-0.3494,-7.9,-30.8,-42.2,165.54,-5.4,-1.45,74599
-0.498,0.2658,10.5788,0.0808,0.5784,9.7892,-0.2248,0.0073,-0.1552,-6.9,-30.8,-42.4,166.55,-4.08,-0.44,74702
-0.3603,1.4868,6.9911,-0.0289,0.533,9.7921,-0.0183,0.1857,-0.0293,-6.3,-30.5,-42.8,167.88,-3.22,-0.12,74803
-0.4525,1.2929,9.8964,-0.0325,0.4288,9.7972,-0.1759,-0.0086,0.0159,-5.5,-30.1,-43.4,169.62,-2.72,0.15,74906
-0.2322,1.4066,11.5604,-0.0751,0.4337,9.7968,0.1014,0.0269,0.2566,-5.3,-29.7,-43.8,169.22,-2.42,0.46,75007
-0.8859,-0.4824,14.692,0.1101,0.3384,9.8002,-0.27,-0.4215,0.0415,-5.5,-29.4,-44.1,170.68,-1.98,-0.64,75109
-0.2239,0.7685,7.9104,0.159,0.4816,9.7935,0.2321,-0.2615,0.11,-6.1,-29.2,-44,168.2,-2.5,-0.45,75211
-0.8248,0.3124,8.5341,0.1659,0.4122,9.7966,0.088,-0.055,-0.0391,-6.7,-29.3,-43.7,167.29,-2.49,-1.17,75314
-0.1053,1.3192,7.9248,0.1738,0.6054,9.7864,0.0244,-0.0232,-0.1124,-6.9,-29.6,-43.4,167.13,-3.54,-1.02,75416
-0.3603,0.729,11.0002,0.215,0.6004,9.7859,-0.0672,-0.1405,-0.2077,-7,-29.9,-43.2,167.21,-3.61,-1.09,75517
1.136,0.3771,10.4567,0.1802,0.3854,9.7974,-0.3763,0.0073,-0.2529,-6.8,-30.1,-42.9,167.36,-3.44,-1.15,75619
0.5231,0.6201,7.6279,0.0283,0.1837,9.8049,-0.0086,-0.1185,-0.0782,-6.2,-29.6,-43.4,168.55,-0.84,-0.07,75721
-0.1353,0.1999,8.819,0.156,-0.0732,9.8051,-0.3775,-0.1368,-0.2004,-5.6,-28.9,-44.1,169.76,0.43,-0.91,75823
-0.0754,1.1121,8.0158,0.1586,-0.1036,9.8048,-0.0195,-0.0623,0.0232,-5.2,-28.2,-44.6,171.19,0.52,-0.76,75926
-0.3424,0.9732,10.234,0.1643,-0.1401,9.8043,-0.0782,0.1087,-0.0464,-5.2,-27.5,-44.7,171.51,0.71,-1.13,76027
-0.2035,0.9792,12.0225,0.0638,6.00E-04,9.8064,0.16,0.0782,0.1686,-5.2,-27.4,-44.4,170.69,0.72,-0.63,76130
-0.8559,-1.0439,12.6498,0.2394,-0.0747,9.8034,-0.1955,0.0159,-0.0257,-5.3,-27.5,-44.4,171.73,0.12,-1.38,76231
-0.1209,0.0658,8.9926,0.2897,0.174,9.8008,-0.1393,0.1014,0.0061,-5.6,-27.9,-44.1,170.4,-1.23,-1.85,76333
-0.6955,0.3029,9.0022,0.1663,0.1204,9.8045,0.0941,0.2712,0.0709,-5.8,-28.2,-43.9,169.55,-0.69,-1.21,76435
-0.6129,0.5758,9.6139,-0.0069,0.1935,9.8047,0.0305,0.1344,0.1148,-5.6,-28.5,-43.7,167.47,-1.13,0.04,76537
-0.1101,0.4465,9.833,0.0439,0.2716,9.8028,0.1991,0.0086,0.1991,-5.6,-28.6,-43.6,168.3,-1.15,-0.24,76639
-0.0443,0.0611,11.0923,0.0863,0.2226,9.8037,-0.4985,0.1038,-0.2419,-5.7,-28.8,-43.5,168.65,-1.88,-0.62,76741
0.3124,0.3795,9.4858,0.0994,0.1055,9.8056,0.1222,-0.0428,0.033,-5.9,-28.8,-43.7,168.93,-0.56,-0.53,76844
-0.2454,0.7266,7.677,-0.0529,-0.0184,9.8065,-0.0208,0.2688,0.0843,-6.1,-28.3,-43.9,167.48,0.11,0.31,76946
-0.4752,0.9589,8.3809,-0.2634,-0.0621,9.8029,0.0513,0.033,0.2334,-5.8,-27.9,-44.2,166.16,0.41,1.27,77047
-0.583,0.2143,11.0049,-0.3315,-0.1356,9.8001,-0.1723,0.1246,0.1429,-5.5,-27.4,-44.4,166.9,0.65,1.82,77149
0.0299,-0.6536,11.3952,-0.1611,0.0034,9.8053,0.1588,-0.1442,0.2175,-5.4,-27.2,-44.9,167.33,-0.14,1.33,77251
-0.6883,0.1879,9.4631,-0.0329,-0.1269,9.8058,0.1503,-0.0452,0.2468,-6,-27.1,-45,167.43,0.74,0.19,77353
-0.5794,-0.0168,8.8825,0.1569,-0.1669,9.804,-0.1808,0.1075,-0.0049,-7.3,-27,-44.8,167.12,0.58,-0.92,77455
-0.6189,0.6608,8.6107,0.1037,-0.1567,9.8049,0.1417,0.0183,0.0794,-7.9,-26.8,-44.9,165.13,1.22,-0.74,77557
-0.6835,0.6297,10.6973,0.019,-0.0066,9.8066,0.0513,-0.0061,-0.0623,-8.2,-26.9,-44.5,163.9,0.34,-0.17,77659
-0.0766,0.2598,10.1885,0.0241,0.2465,9.8035,0.2798,0.0098,-0.0464,-8.1,-27.1,-44,163.46,-0.9,-0.25,77761
-0.1472,-0.7254,11.9926,0.0791,0.1085,9.8057,-0.3775,-0.0977,-0.4032,-8.1,-27.6,-43.6,164.66,-1.41,-0.81,77863
0.1173,0.3412,8.4348,-0.0592,0.024,9.8064,-0.2639,-0.0012,-0.2517,-7.7,-27.9,-43.8,163.3,-0.59,0.35,77966
-0.3615,0.5674,8.5868,-0.0568,-0.2238,9.8039,-0.0073,0.0672,-0.0403,-7.1,-27.6,-44.1,166.02,1.15,0.25,78068
0.3855,1.0523,9.4846,-0.0018,-0.2407,9.8037,-0.0134,-0.1148,-0.1368,-6.3,-27.1,-44.6,167.53,1.28,0.25,78169
-0.5483,-0.0192,11.9076,0.1052,-0.1331,9.8052,0.2346,-0.0672,-0.0721,-6,-26.6,-44.5,168.67,0.78,-0.61,78271
0.2394,-0.838,11.0014,0.103,0.0406,9.806,-0.0819,-0.2175,0.1014,-5.9,-27,-44.6,167.75,-0.38,-0.26,78373
-0.0443,0.6333,8.9004,0.0745,0.0448,9.8063,0.1246,-0.1368,0.2553,-6.1,-27.4,-44.4,168.06,-0.26,-0.44,78476
-0.5064,0.5219,8.1116,0.0684,-0.0357,9.8063,-0.2272,0.0819,0.0599,-6.3,-27.6,-44.2,168.58,-0.32,-0.51,78577
-0.5052,0.6273,8.4958,0.1641,-0.0226,9.8053,0.1246,0.022,-0.011,-6.9,-27.6,-44.1,167.44,0.13,-0.96,78679
0.0491,0.6357,10.9319,0.2628,0.1395,9.8021,0.1955,-0.2578,-0.1808,-7.2,-27.6,-43.8,167.43,-0.44,-1.08,78781
0.1413,0.2418,9.8354,0.2767,0.3648,9.796,0.2786,0.1368,-0.1588,-7.2,-27.9,-43.6,167.61,-1.59,-1.46,78883
-0.176,-0.419,10.6279,0.1986,0.0289,9.8046,-0.2602,0.2077,-0.2822,-6.9,-28.3,-43,167.96,-0.62,-1.5,78985
-0.0467,-0.1963,9.0728,0.2533,-0.0964,9.8029,-0.2993,0.0452,-0.0586,-6.6,-28.4,-43.3,168.16,-0.17,-1.54,79087
-0.0646,1.0127,7.7153,0.2654,-0.1072,9.8025,0.1124,-0.0293,0.1124,-6,-27.8,-43.8,170.42,0.63,-1.55,79190
-0.2538,0.4357,11.0301,0.2823,-0.0939,9.8021,-0.0024,0.0562,-0.0733,-5.8,-27.4,-44.2,170.21,0.55,-1.65,79291
-0.3579,0.2358,11.8752,0.1231,0.0427,9.8058,0.4435,0.2101,0.2395,-5.7,-27.2,-44.2,169.31,0.4,-1.1,79393
-0.3496,-0.1951,10.7344,0.0154,0.2798,9.8026,0.0098,0.0208,0.259,-5.5,-27.8,-43.8,169.55,-1.63,-0.09,79495
0.3053,0.7961,8.3426,0.1471,0.3209,9.8003,0.0831,-0.3323,0.2639,-5.5,-28.1,-43.7,170.72,-1.88,-0.86,79598
-0.3962,0.4645,8.7795,0.3117,0.1371,9.8007,-0.1173,-0.0599,0.1087,-6.3,-28.4,-43.6,170.25,-1.02,-1.72,79699
0.1317,1.6029,7.9535,0.3128,0.2572,9.7983,0.1967,0.1295,-0.1735,-6.9,-28.4,-43.8,168.63,-0.9,-1.96,79801
-0.4202,0.3519,11.825,0.1661,0.4146,9.7965,0.1161,0.0379,-0.1723,-7.3,-28.5,-43.5,167.56,-1.82,-1.5,79903
1.5347,0.7446,10.0102,0.1718,0.4757,9.7936,0.0024,-0.1735,0.0635,-6.9,-29,-43.1,166.5,-2.92,-0.77,80005
-0.2634,-0.4334,11.2731,0.1497,0.1411,9.8045,0.0305,-0.0024,0.0929,-6.6,-29,-42.7,167.37,-1.03,-0.9,80107
-0.158,0.3005,8.837,0.1696,-0.0522,9.805,-0.3519,-0.0428,-0.0318,-6.2,-28.6,-43.1,169.68,-0.05,-0.96,80210
0.1604,1.0415,8.7364,0.1794,-0.0703,9.8048,-0.0061,-0.0037,0.011,-6.3,-27.8,-43.9,169.61,0.41,-1.05,80312
-0.1628,0.6955,10.2268,0.0662,-0.0502,9.8063,-0.0061,0.204,-0.0367,-6.3,-27.6,-44.2,169.11,0.31,-0.74,80413
0.2394,0.559,8.7448,0.0137,0.2009,9.8046,0.3262,0.1454,0.2382,-6.2,-27.6,-43.8,167.64,-1.17,-0.08,80515
-0.4764,-0.2394,11.5448,0.0355,0.1047,9.806,-0.4337,-0.0721,0.1038,-6.2,-27.8,-43.4,167.58,-1.32,-0.07,80617
0.2334,0.2131,10.2484,0.3298,-0.0248,9.8011,-0.237,-0.3897,0.0709,-6.6,-27.8,-43.4,167.75,-0.24,-1.28,80719
-0.2346,0.5567,6.839,0.3318,-0.0373,9.801,-0.2126,-0.2065,-0.0208,-7.2,-27.6,-43.7,168.94,0.27,-1.93,80821
0.0132,0.9744,9.578,0.3465,0.0584,9.8004,0.3152,0.0892,0.0269,-8,-27.3,-44.1,166.46,-0.34,-2.02,80924
0.0263,0.1903,11.7855,0.342,0.3602,9.7941,0.5253,0.0489,-0.0953,-8.1,-27.4,-44.1,166.43,-0.6,-2.07,81026
0.4681,-0.1628,11.2587,0.3477,0.5101,9.7872,-0.4618,0.2138,-0.4643,-7.8,-28.3,-43.3,165.64,-3.31,-1.97,81127
0.3519,0.504,8.4384,0.1795,0.3037,9.8003,-0.0049,0.099,-0.1148,-7.1,-28.9,-42.9,167.44,-1.75,-1.11,81229
-0.2215,0.9337,7.8422,0.1463,0.1074,9.805,-0.1148,-0.0012,0.1038,-6.3,-29.2,-43.1,169.36,-0.63,-0.85,81332
0.2047,1.3443,8.4396,0.2083,0.0456,9.8043,0.0819,-0.0794,0.2028,-5.8,-28.6,-43.5,169.99,-0.27,-1.22,81433
-0.3962,0.0419,12.5133,0.3257,0.0443,9.8011,0.3653,0.0464,0.27,-6,-28.3,-43.7,170.43,-0.3,-1.71,81535
0.3543,0.2466,10.1371,0.2292,0.3842,9.7964,0.3604,0.1698,0.3824,-6.6,-28.4,-43.5,167.16,-2.25,-1.34,81637
