ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.6943,0.3747,9.4583,-0.4078,0.1069,9.7976,0.0073,0.0757,0.0134,-1.2,20.7,-44.2,7.5,-0.62,2.38,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,42,2015-10-30 10:10:35:936
-0.6476,0.2071,9.8797,-0.4038,0.0983,9.7978,-0.0049,0.0061,0.0024,-1.3,20.8,-44.2,7.47,-0.57,2.36,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,144,2015-10-30 10:10:36:038
-0.7901,0.2011,9.6235,-0.4288,0.1177,9.7966,0.0024,-0.0318,0.055,-1.2,20.9,-44.0,7.77,-0.68,2.52,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,245,2015-10-30 10:10:36:139
-0.5375,0.3053,9.6379,-0.4252,0.1325,9.7965,0.0147,0.0232,0.0195,-1.2,21.0,-43.9,7.67,-0.77,2.49,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,348,2015-10-30 10:10:36:242
-0.5938,0.2813,9.8533,-0.4241,0.1474,9.7964,0.0073,-0.0305,0.0037,-1.1,21.0,-43.6,7.67,-0.86,2.5,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,450,2015-10-30 10:10:36:344
-0.6273,0.1604,9.8031,-0.4017,0.1593,9.7971,0.0391,0.0,-0.0159,-1.1,20.9,-43.5,7.25,-0.93,2.35,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,552,2015-10-30 10:10:36:446
-0.5698,0.3065,9.4415,-0.4067,0.1927,9.7963,0.0171,-0.0073,-0.011,-1.1,20.8,-43.6,7.36,-1.13,2.38,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,654,2015-10-30 10:10:36:548
-0.4501,0.3077,9.7145,-0.3759,0.1742,9.7979,-0.0391,-0.0195,-0.0232,-1.2,20.7,-44.2,7.07,-1.06,2.22,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,755,2015-10-30 10:10:36:649
-0.6117,0.2143,9.8916,-0.3616,0.1369,9.799,-0.0171,-0.0195,-0.022,-1.2,20.7,-44.4,6.94,-0.85,2.13,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,857,2015-10-30 10:10:36:751
-0.583,0.2502,9.7648,-0.3653,0.1416,9.7988,0.0049,-0.0159,0.0012,-1.4,20.8,-44.6,7.06,-0.81,2.14,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,960,2015-10-30 10:10:36:854
-0.4944,0.3208,9.6845,-0.3801,0.1555,9.798,0.0098,0.0244,0.0049,-1.6,20.9,-44.4,9.69,-0.91,2.22,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,1062,2015-10-30 10:10:36:956
-0.504,0.3077,9.8916,-0.3816,0.1486,9.7981,-0.0159,-0.0037,-0.0171,-1.7,20.9,-44.5,9.71,-0.89,2.23,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,1163,2015-10-30 10:10:37:057
-0.6404,0.176,10.0185,-0.3896,0.1513,9.7977,0.0794,0.0037,0.0037,-1.6,20.8,-44.4,9.81,-0.88,2.28,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,1265,2015-10-30 10:10:37:159
-0.6907,0.2909,9.681,-0.4179,0.2266,9.7951,0.0428,0.0257,-0.0122,-1.7,20.8,-44.5,9.99,-1.22,2.43,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,1367,2015-10-30 10:10:37:261
-0.6261,0.3603,9.3529,-0.4394,0.2595,9.7934,0.0171,-0.0134,0.0012,-1.6,20.7,-44.3,10.19,-1.49,2.58,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,1469,2015-10-30 10:10:37:363
-0.65,0.2634,9.6534,-0.4504,0.2362,9.7935,-0.0073,0.022,-0.0086,-1.6,20.6,-44.4,10.33,-1.38,2.63,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,1571,2015-10-30 10:10:37:465
-0.7566,0.2526,9.7025,-0.4974,0.2293,9.7913,-0.0012,0.0122,-0.0257,-1.5,20.5,-44.4,8.1,-1.34,2.78,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,1674,2015-10-30 10:10:37:568
-0.7338,0.3795,9.8857,-0.5243,0.207,9.7904,-0.0525,0.0171,-0.0049,-1.3,20.5,-44.5,8.69,-1.21,3.07,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,1775,2015-10-30 10:10:37:669
-0.6009,0.4178,9.9323,-0.5215,0.2104,9.7905,0.011,0.0122,-0.0183,-1.2,20.5,-44.6,8.79,-1.21,3.05,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,1877,2015-10-30 10:10:37:771
-0.8009,0.334,9.5493,-0.5803,0.2612,9.786,0.044,0.1014,0.0086,-1.1,20.6,-44.4,9.14,-1.4,3.33,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,1979,2015-10-30 10:10:37:873
-0.5974,0.407,9.3937,-0.5726,0.309,9.785,0.0244,0.011,0.0305,-1.2,20.6,-44.6,9.2,-1.81,3.35,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,2081,2015-10-30 10:10:37:975
-0.5447,0.4226,9.4739,-0.5441,0.3177,9.7864,-0.0525,-0.0513,-0.011,-1.2,20.5,-44.6,8.86,-1.86,3.18,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,2183,2015-10-30 10:10:38:077
-0.7242,0.3915,9.8857,-0.5381,0.2264,9.7893,-0.0709,-0.0281,0.0,-1.3,20.6,-44.6,8.95,-1.32,3.15,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,2286,2015-10-30 10:10:38:180
-0.6165,0.4393,10.003,-0.5348,0.1801,9.7904,-0.0538,0.0061,0.0012,-1.3,20.8,-44.3,8.84,-1.15,3.13,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,2387,2015-10-30 10:10:38:281
-0.5459,0.2239,9.8378,-0.49,0.1803,9.7927,0.0073,-0.0342,0.0,-1.4,20.9,-44.3,8.34,-1.05,2.86,36.81407,-119.74717,262.3,336.9380175725133,0.72,51.612904,98.17,16 / 17,2489,2015-10-30 10:10:38:383
