accX,accY,accZ,gX,gY,gZ,gyrX,gyrY,gyrZ,mX,mY,mZ,oZ,oX,oY,delta
-0.2993,0.4836,9.3182,0.4362,0.2026,9.7948,-0.0171,0.1197,0,15,-6.7,-42.2,249.55,-0.92,-2.76,46558
-0.2239,0.3519,9.7145,0.3201,0.3631,9.7947,0.0953,0.1796,0.1136,15.3,-6.8,-41.8,251.55,-2.12,-1.87,46659
0.5183,0.8499,8.831,0.3299,0.5523,9.7855,0.0843,0.0709,0.3262,15.7,-7.7,-41.7,252.01,-3.23,-1.93,46762
-0.2861,0.6213,9.5828,0.4319,0.2682,9.7935,0.1857,-0.11,0.2566,15.7,-8.2,-41.7,248.94,-1.57,-2.53,46863
-0.3065,0.5291,9.6415,0.5149,0.2529,9.7899,-0.1625,-0.0806,0.0208,15.5,-8.6,-42.2,247.18,-1.81,-3.17,46965
-0.2993,1.2067,8.6203,0.4906,0.2515,9.7911,0.055,0.0489,0.033,15.1,-8.5,-42.5,247.89,-1.47,-2.87,47067
-0.3328,1.239,9.9192,0.4425,0.4126,9.788,0.1515,0.0037,-0.1478,14.8,-8.6,-42.4,246.74,-2.41,-2.59,47170
-0.0443,0.7003,11.2683,0.4609,0.6607,9.7735,0.2101,-0.0599,-0.1772,14.9,-8.8,-42.4,249.92,-3.86,-2.7,47271
-0.2155,-0.2849,10.2316,0.4553,0.7695,9.7658,-0.2187,0.2712,-0.3641,14.9,-9.2,-42.2,252.11,-4.74,-3.1,47374
-0.3077,-0.091,9.2117,0.3851,0.6929,9.7746,-0.292,0.066,-0.0794,15.1,-9.1,-42,250.01,-4.05,-2.26,47476
-0.0898,0.9146,7.8266,0.2859,0.5147,9.789,-0.022,0.0684,0.1002,15.3,-8.8,-41.6,247.23,-3.01,-1.67,47577
0.1317,1.2761,8.5605,0.1698,0.4373,9.7954,0.1772,-0.0183,0.1173,15.6,-8.1,-41.4,249.71,-2.56,-0.99,47679
-0.1999,0.8499,10.0568,0.1388,0.6506,9.7841,0.2712,-0.2199,0.1234,15.9,-8,-41.2,251.07,-3.33,-0.51,47781
-0.6177,0.0527,9.1985,0.2254,0.8997,9.7627,-0.3372,-0.3201,0.1332,16,-8.6,-41.3,252.83,-5.26,-1.32,47884
0.1472,1.1995,8.4013,0.44,0.7478,9.7682,0.066,-0.0538,0.2492,15.4,-9.4,-41.2,250.67,-4.37,-2.58,47986
-0.4465,0.6812,8.7472,0.5175,0.5627,9.7768,-0.1136,0.0305,-0.0122,14.8,-9.7,-41.5,246.57,-3.61,-3.1,48087
-0.1065,1.6352,8.2277,0.4979,0.5177,9.7803,0.1772,0.0208,0.0037,14.4,-9.4,-42,247.09,-3.03,-2.91,48189
-0.2047,1.6592,8.7819,0.4239,0.6643,9.7749,0.077,0.1222,-0.0709,14.3,-9.2,-42.3,248.41,-3.71,-2.68,48291
0.1329,1.063,10.3621,0.4889,0.7774,9.7636,0.259,-0.0147,0.055,14.5,-9.1,-42.3,251.53,-4.55,-2.87,48393
-0.1353,-0.5698,12.3182,0.5785,0.7289,9.7624,-0.3054,0.3335,-0.1136,14.5,-9.4,-42.2,251.25,-4.26,-3.39,48495
-0.0778,0.3783,9.1051,0.3669,0.5199,9.786,-0.0452,0.1319,0.0635,14.4,-9.3,-42.4,247.68,-3.54,-2.26,48598
0.2933,1.4533,8.0637,0.3693,0.4437,9.7896,-0.0892,0.1344,0.0831,14.4,-9.1,-42.5,246.16,-2.8,-2.44,48699
0.34,1.4246,8.5557,0.3153,0.4772,9.79,0.0648,0.1649,0.1051,14.5,-8.6,-42.8,247.09,-2.79,-1.84,48802
-0.073,1.2031,12.1494,0.3126,0.6068,9.7829,0.2175,-0.2248,0.0953,14.6,-8.9,-42.6,248.78,-3.55,-1.83,48903
0.1784,-0.6919,12.3445,0.4144,0.6006,9.7795,-0.2321,-0.0953,0.0024,14.6,-9.4,-42.4,249.8,-4.03,-2.04,49006
0.067,0.9182,8.1307,0.557,0.6641,9.7683,0.1967,-0.2773,0.1906,14.2,-9.9,-42.2,246.28,-3.88,-3.26,49108
-0.0431,0.68,8.9651,0.6603,0.5189,9.7706,-0.0648,-0.0648,-0.044,13.5,-10,-42.5,245.04,-3.03,-3.87,49209
-0.0539,1.3827,8.1199,0.6296,0.5483,9.771,0.1368,0.1136,-0.0281,13,-9.9,-43,244.13,-3.21,-3.69,49312
-0.2741,0.9529,9.6857,0.5315,0.6967,9.7674,0.055,0.0489,-0.2871,12.8,-9.9,-43,245.52,-4.07,-3.11,49413
0.1077,1.0415,10.5608,0.5471,0.8252,9.7565,0.1112,-0.215,-0.1918,12.9,-9.7,-43,246.44,-4.42,-3.24,49515
0.3783,-0.2095,11.2504,0.5574,0.6755,9.7675,-0.391,0.314,-0.2578,13.2,-9.7,-42.7,245.38,-3.95,-3.27,49618
0.0718,0.5399,7.7979,0.301,0.8288,9.7669,-0.1454,0.1014,-0.2114,13.5,-9.5,-42.9,251.38,-5.09,-1.88,49720
-0.4824,0.9661,8.922,0.2279,0.6791,9.7805,-0.022,0.1258,-0.1637,14,-9.1,-42.4,247.86,-3.97,-1.33,49824
-0.7183,1.4198,10.0724,0.2125,0.7027,9.7791,-0.1503,-0.1454,-0.0501,14.5,-8.7,-42.2,249.36,-4.11,-1.24,49924
-0.2933,1.4856,11.1474,0.334,0.6816,9.7772,-0.0061,-0.1344,0.1258,14.6,-8.3,-42,252.67,-4.04,-1.64,50025
0.4369,0.2562,10.8146,0.4739,0.627,9.7751,-0.3531,-0.2297,0.0977,14.4,-8.2,-42.2,252.37,-4.1,-2.49,50127
-0.4944,0.9086,8.1977,0.58,0.5497,9.774,0.0733,-0.1185,0.0929,13.7,-8.1,-42.8,251.19,-3.21,-3.4,50229
-0.2023,0.3232,9.5984,0.6966,0.4849,9.7699,-0.2065,-0.1112,-0.0037,13.1,-8.2,-43.3,249.74,-2.83,-4.08,50332
-0.4705,1.1229,8.2959,0.6268,0.5255,9.7725,0.1258,0.0611,0.1258,12.7,-8.2,-43.9,249.69,-2.83,-3.74,50433
-0.4214,1.2186,9.408,0.6138,0.6411,9.7664,0.1674,-0.0892,0.0965,12.5,-8.6,-44.1,248.02,-3.49,-3.61,50536
0.5531,0.5974,10.3573,0.6663,0.8606,9.7461,0.3335,-0.0012,0.0391,12.6,-9.4,-43.8,252,-5.03,-3.91,50638
0.103,-0.7278,12.5743,0.4427,0.6199,9.777,-0.3873,0.4374,-0.1906,12.7,-10.1,-43.9,245.81,-4.01,-3.26,50739
-0.0407,-0.0215,10.1155,0.3699,0.3865,9.792,-0.5901,0.0073,-0.0562,13.1,-10.1,-43.9,240.53,-2.26,-2.16,50841
0.3388,1.2833,8.5102,0.4377,0.2634,9.7933,0.1002,0.0354,0.11,13.3,-9.5,-44.1,242.42,-1.54,-2.61,50944
0.3531,1.4916,9.9695,0.4427,0.3856,9.7891,0.0794,-0.0098,-0.0012,13.5,-8.9,-43.9,245.47,-2.25,-2.59,51045
-0.3077,1.0534,10.6063,0.3467,0.5911,9.7827,0.3115,0.0354,0.0867,13.5,-9,-43.9,246.61,-2.94,-2.14,51147
-0.9026,-0.7697,12.5241,0.3812,0.6828,9.7754,-0.2272,-0.2211,0.0012,13.5,-9.9,-43.4,245.85,-3.99,-2.23,51249
-0.1664,0.5148,9.5146,0.572,0.6911,9.7655,0.1967,-0.1808,0.2566,13.4,-10.2,-43.5,245.04,-3.88,-3.08,51351
-0.5447,0.6297,8.9172,0.5214,0.5286,9.7785,-0.1698,-0.055,-0.0293,13.1,-10.6,-43.3,240.71,-3.32,-2.97,51454
-0.3196,1.5586,7.5381,0.41,0.56,9.7821,0.1197,0.0318,0.0171,13.1,-10.7,-43.4,239.94,-3.27,-2.4,51556
-0.1484,1.0391,9.997,0.4295,0.7158,9.7711,0.1393,-0.0122,-0.077,13.4,-10.9,-42.9,242.1,-4.19,-2.52,51657
-0.0323,0.9421,10.0868,0.4837,0.9217,9.7512,0.1002,-0.0965,-0.2285,13.6,-11.3,-42.9,245.9,-5.13,-2.74,51760
0.0036,0.2035,10.9547,0.3507,0.6446,9.7792,0.1576,0.1148,-0.022,13.9,-11.4,-42.7,242.21,-3.77,-2.05,51861
0,0.6764,9.8904,0.2557,0.5427,9.7883,-0.1234,0.0195,-0.0745,14.4,-10.9,-42.6,240.3,-3.17,-1.5,51963
-0.2143,1.4269,8.0625,0.172,0.4741,9.7937,-0.0086,0.0916,-0.0721,14.8,-10.2,-42.5,243.48,-2.86,-1.17,52066
-0.3364,1.2725,9.1506,0.1699,0.5691,9.7886,0.0696,0.0354,-0.0281,15.3,-9.7,-41.9,244.32,-3.33,-0.99,52168
-0.5243,0.6129,10.0868,0.1644,0.7027,9.7801,0.1222,-0.2663,0.1894,15.4,-9.6,-41.9,245.05,-3.8,-0.67,52270
0.3962,-0.753,12.736,0.3641,0.6955,9.7752,-0.0904,-0.1588,0.1662,15.5,-10,-41.6,248.14,-4.07,-2.13,52371
0.2777,0.8116,8.2923,0.582,0.4998,9.7766,0.1918,-0.1442,0.259,15.1,-10,-41.7,245.28,-2.83,-3.17,52474
-0.3244,0.3555,9.153,0.6214,0.2704,9.7832,-0.0965,-0.0696,-0.0391,14.4,-9.9,-42.1,241.95,-1.58,-3.63,52576
-0.2741,0.7159,8.3606,0.5867,0.356,9.7826,0.1246,0.0721,0.0782,13.9,-9.5,-42.5,245.06,-1.77,-3.61,52677
-0.152,0.8452,9.7719,0.5546,0.4731,9.7795,0.1136,0.0012,-0.055,13.9,-9.5,-42.8,247.03,-2.77,-3.25,52779
0.0646,0.7542,11.7328,0.6229,0.7043,9.7615,0.2981,-0.0159,-0.1442,14,-9.8,-42.5,245.66,-3.47,-3.54,52881
-0.6608,-0.2191,11.3473,0.3743,0.599,9.7812,-0.1576,0.1894,-0.1185,14.1,-10.1,-42.4,246.84,-4.29,-2.88,52983
0.0455,0.6548,8.8538,0.3445,0.4614,9.7897,-0.1943,-0.044,0.1674,14.6,-9.9,-41.9,244.92,-3.27,-1.74,53085
-0.2071,0.7889,9.0908,0.4963,0.3828,9.7866,-0.033,-0.0379,0.0904,14.9,-9.4,-42.3,246.65,-2.24,-2.9,53188
0.3196,1.4521,8.8298,0.5207,0.4802,9.781,0.0061,0.1588,0.0684,14.8,-9.2,-42.4,247.94,-2.81,-3.05,53289
0.3831,1.0953,10.392,0.4616,0.619,9.7762,0.1833,-0.0232,0.1038,14.6,-9.4,-42.5,248.69,-3.3,-2.67,53392
-0.2059,-0.2298,10.7847,0.4194,0.7995,9.765,0.0098,0.0257,0.1148,14.7,-10.3,-41.9,248.54,-4.68,-2.46,53493
-0.3759,0.5088,9.8545,0.5147,0.6336,9.7726,0.0232,-0.2578,0.27,14.7,-10.7,-41.6,243.98,-3.72,-2.76,53596
-0.1221,0.6464,9.481,0.6857,0.4776,9.771,-0.2871,-0.1222,0.1148,14.2,-11.3,-41.5,241.76,-2.79,-4.01,53697
-0.595,0.8727,9.5361,0.6906,0.4376,9.7725,-0.0208,0.1112,0.0941,13.8,-11.2,-42,241.88,-2.64,-4.21,53800
-0.2011,1.2953,9.2296,0.6579,0.5738,9.7677,0.1478,0.0134,0.1955,13.3,-11.4,-42.5,241.48,-3.35,-3.85,53902
-0.0431,0.7554,10.228,0.7423,0.8478,9.7417,0.4215,-0.3054,0.2297,13.2,-12,-42.7,242.82,-4.96,-4.36,54004
0.1389,-0.0778,10.738,0.7762,0.8076,9.7425,-0.2676,0.171,-0.0855,12.9,-12.9,-42.6,241.97,-5.47,-5.21,54106
-0.0575,0.3065,8.6898,0.7781,0.716,9.7495,-0.1943,0.0391,0.182,12.8,-13.6,-42.5,236.03,-4.19,-4.56,54208
0.0886,0.8619,8.4623,0.7655,0.5318,9.7623,-0.0929,0.2285,0.2126,12.6,-13.8,-42.4,234.09,-3.11,-4.48,54309
0.2837,1.0379,8.1786,0.6443,0.4701,9.7742,0.0257,0.0513,0.259,12.6,-13.6,-42.2,232.63,-2.75,-3.77,54411
1.7573,1.3838,10.4734,0.6286,0.5007,9.7737,0.1466,-0.0403,0.3665,12.6,-13.8,-42.5,232.3,-2.66,-3.62,54514
0.9505,1.2857,8.9459,0.4385,0.6792,9.7733,0.0244,-0.0147,-0.0525,12.6,-14.4,-42.4,233.23,-3.63,-3.03,54615
0.1053,0.0539,10.4543,0.4473,0.4686,9.7852,-0.3873,0.1869,-0.3091,12.7,-14.9,-42.2,228.89,-2.74,-2.62,54717
0.2538,0.6045,9.2273,0.5036,0.41,9.7851,-0.1405,-0.0428,-0.1784,12.9,-14.8,-41.9,229.42,-2.7,-3.06,54820
0.1748,0.668,9.4128,0.5467,0.3589,9.7848,0.0024,0.0049,-0.2578,13.1,-13.7,-41.9,230.83,-2.1,-3.2,54921
0.4118,1.0798,8.2001,0.3862,0.3807,9.7916,0.1552,0.0929,-0.2871,13.5,-12.6,-42,233.96,-2.22,-2.26,55024
-0.0862,0.176,11.5592,0.3425,0.464,9.7897,0.0599,-0.044,-0.3873,14,-12.1,-41.9,237.04,-2.71,-2,55125
0.1975,0.2334,11.3749,0.3052,0.4998,9.7891,-0.4154,0.1197,-0.4447,14.7,-11.6,-41.7,238.81,-2.92,-1.79,55228
-0.4741,0.5866,9.3122,0.2095,0.3485,9.7982,-0.066,-0.0684,-0.2297,15.2,-10.9,-41.8,238.75,-1.92,-1.11,55330
-0.2023,0.9936,8.0721,0.2108,0.2641,9.8008,-0.0733,-0.0269,-0.2346,15.7,-9.5,-41.6,245.16,-1.53,-1.42,55431
0.0527,1.3707,8.4743,0.2395,0.3727,9.7966,0.1943,-0.0941,-0.1173,16,-8.4,-41.5,248.12,-1.75,-1.16,55533
-0.4118,0.6812,10.2951,0.152,0.5244,9.7914,0.2529,0.1112,-0.0745,16.1,-8.1,-41.4,250.02,-2.6,-1.29,55635
0.0862,1.0151,9.2799,0.0791,0.8051,9.7732,0.3885,0.1222,0.1332,16.3,-8.3,-41.7,254.49,-4.71,-0.46,55737
-0.4657,-0.2119,12.2799,0.2303,0.6473,9.7826,-0.1393,-0.0037,-0.0379,16.4,-8.6,-41.7,250.68,-4.21,-1.21,55840
-0.3077,0.3053,9.7348,0.2672,0.5319,9.7886,-0.3433,0.0806,-0.2065,16.3,-8.7,-41.8,249.94,-3.72,-1.67,55942
-0.8428,0.5004,8.327,0.1967,0.4071,9.7962,-0.088,0.0476,-0.1723,16.2,-8.4,-41.7,249.8,-2.49,-1.09,56043
-0.3448,1.4066,8.8011,0.2429,0.4652,9.7926,0.0452,-0.0586,-0.0012,16.3,-7.7,-41.6,250.35,-2.66,-1.33,56145
-0.4705,0.6369,11.6131,0.311,0.55,9.7863,0.1735,-0.0745,-0.0635,16.2,-7.1,-41.5,254.74,-3.22,-1.82,56247
-0.0551,-0.0658,10.4854,0.245,0.6311,9.7833,-0.3042,0.2334,-0.1613,16.2,-7.1,-41.7,255.81,-3.69,-1.43,56350
-0.103,0.243,8.3246,0.1687,0.4921,9.7928,0.0269,-0.0171,-0.0391,16.3,-7,-41.9,253.82,-2.97,-0.88,56452
-0.0323,0.6129,8.8789,0.2394,0.2717,9.8,-0.1747,-0.0147,0.0367,16.4,-6.7,-42,251.05,-1.59,-1.4,56553
-0.2897,1.1396,8.1355,0.3134,0.2215,9.7991,0.0721,-0.0733,0.1576,16.4,-5.9,-42.1,253.38,-1.18,-1.7,56655
-0.085,0.759,10.4004,0.3764,0.26,9.796,0.0147,-0.0513,0.1393,16.2,-5.8,-42,254.27,-1.45,-2.18,56758
0.9062,0.5555,9.8545,0.4108,0.525,9.784,0.2065,-0.055,0.2602,16,-6.3,-41.9,257.97,-3.07,-2.4,56859
0.4908,0.3388,8.922,0.5478,0.4434,9.7813,0.5131,0.0305,0.3396,15.5,-7,-41.7,253.07,-1.91,-3.46,56962
-0.1305,0.4752,8.5593,0.594,0.4585,9.7779,-0.1698,-0.0086,-0.0183,15.2,-7.6,-41.9,251.86,-3.14,-3.48,57064
-0.4262,0.6632,8.9675,0.5662,0.4001,9.7821,0.0024,0.0305,-0.0281,14.7,-7.9,-42.3,249.91,-2.23,-3.43,57165
-0.1281,1.2522,9.0154,0.4994,0.5008,9.7811,0.0147,0.0269,-0.1124,14.9,-8.1,-42.5,251.03,-2.93,-2.92,57267
-0.1065,0.6608,11.4072,0.5693,0.5793,9.773,0.121,-0.1295,-0.226,15,-8.1,-42.5,251.43,-3.03,-3.18,57369
-0.0108,-0.2885,11.0684,0.4822,0.5322,9.7803,-0.2382,0.2615,-0.3384,15.3,-8,-42.1,251.36,-3.11,-2.82,57472
0.3915,0.6488,7.7644,0.3212,0.4259,9.7921,-0.3213,-0.0012,-0.1234,15.4,-7.5,-42,253.33,-2.85,-2.03,57573
-0.2658,0.8942,8.2384,0.3551,0.1727,9.7987,-0.0757,-0.044,-0.0574,15.9,-6.5,-42.1,253.51,-1.14,-2.01,57675
-0.0778,1.1696,8.345,0.3792,0.2715,9.7956,0.1588,-0.0037,0.0794,16.1,-5.7,-42,253.77,-1.21,-2.21,57777
-0.4896,0.3903,12.0584,0.3418,0.3709,9.7937,0.0721,-0.0232,0.1185,16.2,-5.5,-42,258.31,-1.92,-1.98,57879
-0.0443,0.9373,9.839,0.3337,0.6497,9.7794,0.0183,-0.3433,0.2321,16.2,-5.9,-41.8,258.44,-3.39,-1.74,57982
0.2885,0.7638,9.5062,0.5342,0.5668,9.7757,-0.1393,0.0721,0.226,15.9,-7.1,-41.7,255.82,-3.31,-3.13,58084
-0.1101,0.7063,8.7424,0.6402,0.5939,9.7677,-0.2346,0.0281,-0.0061,15.3,-8.1,-41.9,252.73,-3.47,-3.75,58186
-0.067,1.3012,8.4432,0.6113,0.7135,9.7615,0.2309,0.1246,0.0049,14.9,-8.4,-41.8,253.44,-3.77,-3.88,58288
-0.4657,1.0439,9.6726,0.4806,0.8462,9.7582,0.1307,-0.0208,-0.2346,14.9,-9,-42,252.39,-4.95,-2.82,58390
0.1915,0.9888,10.6015,0.4605,1.0805,9.7361,0.2969,0.0318,-0.16,15.1,-9.2,-42,253.79,-5.57,-2.81,58491
-0.6093,-0.0431,11.4203,0.2267,0.9115,9.7616,-0.4129,0.3763,-0.2517,15.5,-9.4,-41.7,254.62,-5.81,-1.78,58593
0.0012,0.1879,10.5967,0.1981,0.6648,9.7821,-0.4789,0.0281,0.0293,16,-8.9,-41.4,249.71,-3.89,-1.16,58696
0.1425,1.1384,8.3103,0.2312,0.4957,9.7914,-0.121,-0.0672,0.0599,16.3,-8.2,-41.4,251.35,-3.2,-1.33,58797
-0.1185,1.3264,8.6646,0.2635,0.4905,9.7908,-0.0977,-0.0513,-0.0098,16.6,-7.3,-41.8,254.83,-2.87,-1.54,58899
-0.1879,1.0594,10.5836,0.3535,0.519,9.7865,0.1833,-0.0049,0.2211,16.6,-6.8,-42.1,254.8,-2.72,-2.07,59002
0.2933,-0.334,10.7955,0.4888,0.5611,9.7784,0.1344,-0.0709,0.1393,16.4,-7.1,-42.1,255.83,-3.51,-2.28,59104
-0.1724,1.0965,7.9583,0.5115,0.4829,9.7814,0.3519,-0.0391,0.4264,15.9,-7.4,-42.3,254.71,-2.82,-2.99,59205
0.0886,0.729,9.4535,0.6771,0.5535,9.7676,-0.204,-0.0831,0.0684,15.3,-8,-42.5,252.36,-3.24,-3.97,59307
0.0084,1.2474,8.4671,0.6609,0.5828,9.767,0.1112,0.0916,-0.0452,14.8,-8.3,-42.6,252.82,-3.28,-4.17,59409
-0.0539,1.0223,10.7667,0.6462,0.7129,9.7593,0.1038,0.011,-0.1075,14.5,-8.9,-42.6,251.58,-4.17,-3.79,59511
0.5399,0.8571,11.2611,0.7061,0.9134,9.7385,0.2407,-0.1271,-0.1808,14.6,-9.1,-42.7,254.34,-5.34,-4.15,59613
-0.4513,0.0239,11.0409,0.5848,0.8786,9.7497,0.0037,0.1515,-0.2578,14.8,-9.2,-42.6,253.5,-5.14,-3.43,59716
0.0874,0.3771,8.412,0.4368,0.7997,9.7642,-0.1161,0.1674,-0.0941,15.2,-9.1,-42.6,252.94,-5.13,-2.54,59817
-0.3448,0.814,7.756,0.3076,0.5801,9.7846,-0.2004,0.2456,-0.0134,15.7,-8.3,-42.5,252.28,-3.39,-1.8,59919
0.1544,1.585,7.9787,0.2751,0.4831,9.7909,-0.0464,0.0379,0.1161,16.1,-7.7,-42.6,251.45,-2.97,-1.67,60022
-0.2538,0.8631,11.6753,0.3317,0.5166,9.7874,0.0134,-0.0538,0.1613,16.4,-7.3,-42.4,253.91,-2.82,-1.6,60124
-0.2562,-0.735,13.131,0.381,0.6129,9.7801,-0.0367,-0.0281,0.2871,16.3,-7.6,-42.3,252.96,-3.58,-2.23,60226
0.249,0.7087,7.7081,0.591,0.5214,9.7749,0.314,-0.1967,0.4533,15.8,-8.1,-42.5,252.57,-3.05,-3.46,60328
-0.3615,-0.0036,10.0461,0.5972,0.3046,9.7837,-0.0037,0.0379,0.1979,15.2,-8.5,-42.9,250.62,-2.33,-3.9,60430
-0.0599,1.4066,7.6327,0.5426,0.3771,9.7844,0.1063,0.2944,0.1344,14.7,-8.7,-43.1,246.98,-2.2,-3.17,60532
-0.0239,1.239,9.7276,0.4863,0.5389,9.7797,0.1234,0.0672,-0.1173,14.7,-9.3,-43.4,248.72,-3.15,-2.85,60634
-0.1401,0.9565,10.6578,0.5389,0.6699,9.7689,-0.0757,-0.0929,-0.2334,14.9,-9.5,-43.2,250.14,-3.72,-3.08,60736
-0.4262,-0.6093,12.1925,0.4589,0.3748,9.7887,-0.4753,0.1429,-0.3519,14.9,-9.5,-43,247.74,-2.57,-3.18,60838
-0.0946,0.2717,7.6411,0.3347,0.4385,9.7911,-0.1087,0.1124,-0.0195,15.2,-9.1,-42.8,247.65,-2.9,-2.2,60940
-0.4573,1.0116,8.2851,0.3001,0.3792,9.7947,0.0024,0.171,-0.0415,15.6,-8.3,-43,249.85,-2.22,-1.76,61041
0.1724,1.2989,8.8957,0.2668,0.428,9.7937,0.0904,-0.0391,0.0171,15.8,-8,-43.2,250.08,-2.4,-1.52,61143
-0.3112,0.5662,11.4168,0.1953,0.546,9.7895,0.1185,-0.0489,0.1112,16.1,-8,-43.4,250.87,-2.93,-0.99,61245
-0.5327,-0.486,13.2782,0.3024,0.5528,9.7864,-0.3042,-0.2859,0.1381,16.2,-8.5,-43,252.11,-3.23,-1.77,61348
-0.1041,0.8499,8.1906,0.4235,0.5877,9.7799,-0.1332,-0.215,0.0195,16.2,-9,-42.4,249.38,-3.31,-2.11,61450
-0.5519,0.5662,8.3438,0.3208,0.3902,9.7936,-0.2224,0.3067,-0.0208,15.6,-9.4,-42.1,247.08,-2.28,-1.88,61552
-0.1496,1.1277,8.3629,0.3648,0.3399,9.794,0.0244,0.0134,0.0354,15.5,-9.3,-42.1,246.54,-1.93,-2.09,61654
-0.3112,0.7913,10.4651,0.3545,0.4438,9.7902,0.1784,0.0415,-0.2651,15.5,-8.9,-42.4,247.3,-2.26,-2.19,61755
-0.5842,0.0862,11.133,0.4669,0.587,9.7779,0.182,-0.1222,-0.3348,15.6,-8.8,-42.5,249.53,-3.35,-2.18,61857
-0.8092,-0.5806,12.4618,0.2011,0.217,9.8022,-0.5412,0.441,-0.16,15.6,-8.4,-42.4,249,-1.88,-1.77,61960
0.1077,0.7015,7.938,0.1254,0.2933,9.8015,-0.1075,-0.0672,0.2236,16,-8,-42.1,248.25,-1.93,-0.69,62062
-0.1257,0.5818,8.7759,0.1667,0.2368,9.8024,0.0599,-0.0476,0.0012,16.4,-7.3,-42.1,250.13,-1.37,-0.81,62163
-0.255,1.1313,8.0481,0.1188,0.3406,9.8,0.121,0.0745,-0.0086,16.7,-7.2,-41.8,252.43,-1.99,-0.69,62265
-0.4812,0.4046,11.8716,0.1806,0.3935,9.7971,0.1576,-0.281,0.3079,16.7,-7.4,-41.8,253.33,-2.3,-1.06,62368
-0.7661,-0.929,14.0456,0.553,0.3707,9.784,-0.1368,-0.0452,0.2529,16.2,-8.1,-42,250.65,-2.17,-3.23,62470
0.2167,1.3288,7.7644,0.6023,0.5512,9.7726,0.3189,-0.1491,0.237,15.6,-8.7,-42.4,249.34,-2.91,-3.19,62571
-0.2011,0.4513,9.1566,0.4806,0.4867,9.7828,0.0977,0.1967,-0.1772,14.6,-9.4,-43.1,248.03,-2.84,-2.81,62674
-0.3196,1.2833,7.3275,0.3645,0.5978,9.7816,0.1576,0.0269,-0.0672,14.6,-9.6,-43.3,245.22,-3.07,-2.3,62775
-0.7614,0.6357,10.7955,0.373,0.7457,9.7711,0.1393,-0.0403,-0.1662,14.9,-9.7,-43.1,246.45,-3.82,-1.89,62878
-0.1197,0.516,10.3597,0.4227,0.8859,9.7574,0.0171,-0.1258,-0.2346,15.3,-9.9,-42.9,249.83,-5.16,-2.34,62979
-0.1724,0.5674,9.7899,0.2739,0.6231,9.783,-0.0684,-0.0037,-0.1051,15.6,-9.6,-42.4,246.85,-3.64,-1.6,63081
0.3112,1.0211,8.3175,0.2919,0.3789,9.795,0.0257,0.121,-0.0195,15.7,-8.6,-42.6,246.95,-2.21,-1.71,63183
-0.3926,0.9864,8.7029,0.2249,0.3564,9.7976,-0.0538,0.0428,-0.0745,15.8,-7.6,-42.5,249.11,-2.07,-1.39,63285
-0.2454,1.0068,9.7995,0.236,0.4334,9.7942,-0.0098,0.0489,-0.0147,16.1,-7,-42.5,253.14,-2.53,-1.38,63387
-0.0886,1.0355,11.06,0.2168,0.5993,9.7859,0.2407,-0.0513,0.1662,16.2,-6.9,-42.1,255.29,-3.5,-1.27,63489
-0.4992,-0.9254,13.8768,0.4193,0.3959,9.7897,-0.4484,-0.4423,-0.0293,16.2,-7.3,-42.2,255.21,-3.29,-2.02,63591
-0.249,0.8116,8.4599,0.5802,0.4468,9.7793,0.0476,-0.2443,0.0929,15.8,-7.5,-42.8,254.58,-2.68,-2.97,63694
-0.1556,0.7338,8.9519,0.5834,0.3139,9.7842,-0.0012,-0.0183,-0.0049,15.4,-7.6,-43.1,249.27,-1.89,-3.3,63795
-0.2119,1.1576,8.3091,0.5087,0.3702,9.7864,0.1271,0.0867,0.0195,15,-7.5,-43.2,252.57,-2.16,-2.98,63897
-0.3675,0.2682,11.7926,0.4631,0.5559,9.7799,0.1894,-0.0941,-0.0843,14.9,-7.6,-43.1,250.81,-2.85,-2.57,64000
0.8859,0.4908,10.7835,0.48,0.7389,9.767,-0.2187,0.1136,-0.2627,15,-7.9,-43,254.09,-4.26,-2.65,64101
0.2801,0.7817,8.2444,0.3246,0.5082,9.7881,-0.2847,-0.0208,-0.0904,15.5,-8.1,-43.1,251.87,-3.09,-1.9,64203
0.1915,1.1456,7.4077,0.3466,0.28,9.7965,-0.1185,-0.0244,-0.033,15.8,-7.6,-42.6,248.82,-1.64,-2.03,64306
-0.4441,0.929,8.8071,0.3348,0.2333,9.7982,0.1515,-0.0586,0.0257,16,-6.8,-42.6,250.74,-1.22,-1.94,64407
-0.3089,0.6859,10.3118,0.3285,0.3345,9.7954,0.2615,-0.0415,0.1038,16,-6.2,-42.4,255.24,-1.95,-1.92,64510
-0.0658,0.8679,9.505,0.2624,0.7436,9.7749,0.4911,0.1833,0.2517,16.1,-6.4,-42.3,259.23,-3.74,-1.72,64611
-0.4106,0.2885,9.5864,0.3305,0.6161,9.7817,0.0195,-0.1564,0.1674,16.3,-7.6,-42.3,252.82,-3.6,-1.94,64714
-0.5507,0.0227,8.6682,0.4829,0.5504,9.7793,-0.2749,-0.1063,0.0782,16.1,-8.2,-42.4,253.3,-3.62,-2.68,64816
-0.1413,1.1672,8.6754,0.5682,0.4101,9.7816,-0.0819,-0.0819,0.0757,15.7,-8.4,-42.9,251.34,-2.4,-3.32,64918
