ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.1508,0.2191,7.8757,0.7607,1.0985,9.7152,0.1161,0.0012,-0.0916,-24.6,9.0,-15.7,65.3,-6.21,-4.5,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,14231,2015-10-30 10:49:27:236
0.2717,0.3615,9.3709,0.7704,1.1836,9.7044,0.0977,-0.0428,-0.1161,-25.5,9.1,-14.2,65.49,-6.93,-4.54,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,14333,2015-10-30 10:49:27:338
0.7865,0.3675,9.7648,0.6302,1.2507,9.7061,0.1723,0.2285,-0.0611,-25.8,9.1,-12.8,66.73,-7.33,-3.71,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,14435,2015-10-30 10:49:27:440
0.17,-0.7278,13.2866,0.6315,1.0852,9.7259,-0.3531,0.2468,-0.3567,-25.8,9.2,-11.6,67.44,-6.35,-3.71,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,14537,2015-10-30 10:49:27:542
0.8835,0.0754,9.7252,0.4203,0.9632,9.7502,0.1723,0.1197,0.0635,-25.6,9.6,-10.8,66.4,-5.64,-2.47,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,14639,2015-10-30 10:49:27:644
0.6955,-0.3831,8.6323,0.4263,1.1158,9.7336,0.121,0.204,-0.0929,-24.8,10.3,-10.5,65.49,-6.28,-2.78,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,14741,2015-10-30 10:49:27:746
0.6548,-0.4286,8.3725,0.2274,1.1679,9.7342,-0.1625,0.1014,-0.1747,-23.8,11.2,-11.0,62.48,-6.94,-1.67,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,14843,2015-10-30 10:49:27:848
-0.4908,-0.5483,9.7624,0.0939,0.9518,9.7599,-0.1796,0.1564,-0.1222,-22.7,12.2,-11.4,60.35,-5.57,-0.55,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,14945,2015-10-30 10:49:27:950
0.0383,0.2155,9.2919,0.0568,0.9581,9.7596,0.1564,0.0428,0.4398,-22.2,12.8,-11.6,57.37,-5.24,-0.27,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,15047,2015-10-30 10:49:28:052
-0.1365,-0.0431,9.8474,0.1698,0.8853,9.7651,-0.066,0.0232,0.3067,-21.5,14.0,-11.2,54.21,-5.41,-0.95,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,15148,2015-10-30 10:49:28:153
0.2777,0.7985,9.0142,0.1492,0.841,9.7694,-0.0464,0.0623,0.2602,-21.0,14.7,-10.9,52.58,-5.0,-0.92,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,15251,2015-10-30 10:49:28:256
-0.4812,0.2658,9.8749,0.0341,0.5889,9.7889,-0.1808,0.1466,0.0086,-20.3,15.9,-10.6,50.03,-3.75,-0.43,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,15353,2015-10-30 10:49:28:358
0.4178,0.6859,11.1654,0.0791,0.5527,9.7907,-0.0257,-0.1319,0.1698,-19.7,16.8,-10.3,48.62,-3.23,-0.46,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,15454,2015-10-30 10:49:28:459
-0.3196,0.5914,9.1806,-0.1327,0.6811,9.7821,0.0489,-0.088,0.1173,-19.4,17.1,-10.2,47.25,-3.87,0.39,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,15557,2015-10-30 10:49:28:562
-0.164,0.5854,9.4475,0.0388,0.7876,9.7749,0.1454,-0.2199,0.1454,-19.1,17.4,-10.4,46.91,-4.58,-0.15,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,15659,2015-10-30 10:49:28:664
-0.0072,0.6069,9.7683,0.0735,0.7806,9.7753,0.0525,-0.1429,0.0134,-18.9,17.5,-10.5,45.35,-4.5,-0.2,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,15761,2015-10-30 10:49:28:766
-0.2035,0.5291,9.9467,0.1088,0.7341,9.7785,-0.0586,0.0525,-0.0354,-18.8,17.7,-10.4,45.15,-4.53,-0.82,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,15863,2015-10-30 10:49:28:868
-0.067,0.6105,8.983,0.2075,0.7511,9.7756,0.0648,-0.1845,-0.0293,-18.8,17.7,-10.1,45.23,-4.31,-0.75,36.814095,-119.74785,248.88,336.71549362204377,3.33,19.35484,272.63,0 / 0,15965,2015-10-30 10:49:28:970
