ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.1065,-0.5327,10.252,0.729,0.7392,9.7515,0.3824,0.066,-0.2627,-16.7,-25.2,-43.1,147.53,-4.32,-4.28,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,14927,2015-10-30 10:12:56:748
0.3328,-0.9541,10.8613,0.5435,0.8391,9.7556,0.5107,0.5388,-0.1368,-16.4,-25.5,-42.9,148.77,-4.05,-3.64,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,15030,2015-10-30 10:12:56:851
0.6357,-0.0455,10.5345,0.4602,0.4956,9.7833,-0.7563,-0.1772,0.0452,-15.5,-26.2,-42.6,151.38,-2.9,-2.69,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,15131,2015-10-30 10:12:56:952
0.1808,1.1169,7.3227,0.2456,0.453,9.7931,0.2798,0.4349,-0.1454,-14.9,-26.0,-42.9,151.2,-2.16,-2.14,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,15233,2015-10-30 10:12:57:054
0.741,1.1277,9.8737,0.2302,0.4522,9.7935,0.033,-0.16,0.1943,-14.0,-25.6,-43.4,151.08,-2.62,-0.99,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,15335,2015-10-30 10:12:57:156
0.3089,0.8236,11.1905,0.2108,0.6986,9.7795,0.3299,0.0513,0.0623,-13.9,-25.3,-43.9,150.03,-3.41,-1.47,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,15438,2015-10-30 10:12:57:259
-1.0546,-1.3012,12.0404,0.0567,0.8231,9.7719,-0.3543,-0.044,-0.011,-13.6,-26.0,-43.7,148.25,-4.81,-0.33,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,15539,2015-10-30 10:12:57:360
-1.3192,0.8092,7.5573,0.1804,0.6952,9.7803,-0.0403,0.1564,-0.0794,-13.6,-26.5,-43.5,150.0,-4.07,-1.06,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,15642,2015-10-30 10:12:57:463
0.6237,0.4178,8.9735,0.3992,0.3892,9.7908,-0.0476,-0.1674,0.0379,-13.5,-26.3,-43.3,154.2,-2.62,-1.86,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,15744,2015-10-30 10:12:57:565
-0.0838,0.5303,9.4571,0.5448,0.3413,9.7856,-0.0696,-0.1747,-0.0916,-14.2,-25.4,-43.6,153.79,-1.99,-3.19,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,15845,2015-10-30 10:12:57:666
-0.2203,0.3364,11.6083,0.5705,0.5495,9.7746,0.3653,0.0452,-0.4154,-14.6,-25.0,-43.4,152.12,-2.22,-3.54,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,15947,2015-10-30 10:12:57:768
0.8296,-0.7242,10.6506,0.452,0.8846,9.7562,-0.0281,0.182,-0.5156,-14.4,-25.5,-43.1,150.22,-5.18,-2.65,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,16050,2015-10-30 10:12:57:871
-0.7554,-0.9804,10.6422,0.1629,0.8887,9.7649,0.0305,0.1967,-0.4606,-13.5,-26.3,-42.9,151.37,-5.1,-1.28,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,16151,2015-10-30 10:12:57:972
-0.4441,-0.085,10.5321,-0.1008,0.9463,9.7604,-0.226,0.1466,-0.1808,-11.6,-27.4,-42.6,151.31,-5.54,0.59,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,16253,2015-10-30 10:12:58:074
-1.3539,0.5914,8.1367,-0.4254,1.1856,9.7254,0.4569,0.4288,-0.1784,-9.5,-28.1,-42.7,154.36,-6.94,2.5,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,16355,2015-10-30 10:12:58:176
-1.0582,0.5124,9.9587,-0.582,1.3504,9.6958,0.3812,0.2688,0.248,-8.4,-28.6,-42.6,155.88,-7.42,3.25,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,16458,2015-10-30 10:12:58:279
-1.1516,0.9122,9.657,-0.729,1.5326,9.6587,0.0525,0.0257,0.0428,-7.1,-29.7,-41.8,156.36,-8.99,4.32,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,16559,2015-10-30 10:12:58:380
-1.391,0.6512,9.7157,-0.8558,1.5339,9.6481,-0.2578,-0.1381,-0.121,-6.6,-30.4,-41.0,154.99,-9.5,5.23,36.814114,-119.7473,255.79,336.9053272837496,3.07,19.35484,,17 / 17,16662,2015-10-30 10:12:58:483
-1.3599,1.0582,9.3218,-0.8108,1.4374,9.6668,-0.1564,-0.0513,-0.1063,-6.1,-30.9,-40.6,159.19,-8.43,4.79,36.814034,-119.74731,253.93,336.9053272837496,3.13,19.35484,,17 / 17,16764,2015-10-30 10:12:58:585
-1.3934,0.9349,9.9719,-0.777,1.2445,9.6963,-0.1906,-0.0941,-0.0489,-5.9,-30.8,-40.5,160.09,-7.63,4.67,36.814034,-119.74731,253.93,336.9053272837496,3.13,19.35484,,17 / 17,16865,2015-10-30 10:12:58:686
-1.1528,1.1289,9.6953,-0.7624,1.1619,9.7077,-0.0281,-0.0244,-0.1063,-5.8,-30.4,-40.7,159.81,-6.8,4.49,36.814034,-119.74731,253.93,336.9053272837496,3.13,19.35484,,17 / 17,16968,2015-10-30 10:12:58:789
-1.0654,1.0295,9.6187,-0.7146,1.0765,9.7212,-0.1478,-0.1442,-0.0403,-5.8,-29.9,-40.7,160.09,-6.56,4.39,36.814034,-119.74731,253.93,336.9053272837496,3.13,19.35484,,17 / 17,17069,2015-10-30 10:12:58:890
-1.0702,1.0343,9.2332,-0.6727,1.0575,9.7262,0.0464,-0.0147,-0.055,-5.8,-29.3,-41.0,160.19,-6.19,3.96,36.814034,-119.74731,253.93,336.9053272837496,3.13,19.35484,,17 / 17,17172,2015-10-30 10:12:58:993
-1.3072,1.1624,9.584,-0.6883,1.042,9.7268,-0.033,-0.0379,-0.0562,-5.7,-29.2,-41.3,160.15,-6.15,3.99,36.814034,-119.74731,253.93,336.9053272837496,3.13,19.35484,,17 / 17,17274,2015-10-30 10:12:59:095
-1.093,1.1516,9.6367,-0.6616,1.0098,9.7321,0.0232,-0.0305,0.0061,-5.7,-29.2,-41.7,160.19,-5.89,3.92,36.814034,-119.74731,253.93,336.9053272837496,3.13,19.35484,,17 / 17,17375,2015-10-30 10:12:59:196
-1.1528,1.3647,6.0394,-0.6558,0.9815,9.7353,0.022,0.0318,-0.033,-5.8,-29.2,-42.1,160.13,-5.94,3.94,36.814034,-119.74731,253.93,336.9053272837496,3.13,19.35484,,17 / 17,17477,2015-10-30 10:12:59:298
