sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.0622;1.8639;9.2763;0.121;-0.1662;0.2077;-6.2;-49.0;0.5;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;39811;2015-09-17 17:18:56:820
-0.6393;2.7222;7.8733;0.0941;0.3812;0.1552;-5.2;-49.5;2.0;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;39913;2015-09-17 17:18:56:922
-0.4274;2.7282;9.3649;0.0305;0.3348;0.3042;-4.6;-49.6;2.9;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;40015;2015-09-17 17:18:57:024
-0.5758;2.6348;10.2424;-0.3445;0.3641;0.6866;-3.7;-50.1;3.4;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;40118;2015-09-17 17:18:57:127
-0.9505;3.0155;9.9048;-0.1136;0.1723;0.5168;-3.2;-50.6;3.8;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;40219;2015-09-17 17:18:57:228
-0.5878;1.8399;12.0452;-0.3629;0.4643;0.8796;-2.9;-51.6;4.5;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;40322;2015-09-17 17:18:57:331
-2.575;2.4924;8.6766;0.3616;0.2602;0.4789;-2.6;-52.5;5.3;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;40423;2015-09-17 17:18:57:432
-0.1041;2.8563;7.2508;0.2651;-0.2724;0.7147;-2.3;-54.1;7.1;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;40525;2015-09-17 17:18:57:534
-1.0127;3.7876;7.3179;0.2443;0.2602;0.5082;-2.2;-55.5;8.3;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;40627;2015-09-17 17:18:57:636
0.4585;3.6045;9.6798;-0.171;-0.044;0.3079;-2.2;-56.7;9.5;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;40729;2015-09-17 17:18:57:738
-0.8296;3.395;9.5265;-0.0134;-0.0318;-0.215;-1.5;-57.5;10.4;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;40831;2015-09-17 17:18:57:840
0.4597;1.7394;11.1199;-0.1735;0.0208;-0.0916;-0.2;-55.8;10.6;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;40933;2015-09-17 17:18:57:942
-0.2167;1.9201;7.9763;0.325;-0.3604;-0.4337;0.4;-53.8;10.3;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;41036;2015-09-17 17:18:58:045
-2.132;2.2889;9.7839;-0.3348;0.8442;0.3983;1.0;-51.4;10.3;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;41137;2015-09-17 17:18:58:146
-1.2007;2.988;8.4874;-0.0696;0.2639;0.4985;1.4;-48.8;10.7;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;41239;2015-09-17 17:18:58:248
-0.7769;2.9269;9.0656;-0.1283;0.1735;0.6976;1.2;-47.7;11.9;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;41341;2015-09-17 17:18:58:350
-1.0546;3.6703;9.25;0.0611;0.1649;0.7538;0.8;-48.0;12.7;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;41443;2015-09-17 17:18:58:452
-0.6608;3.1987;9.7719;-0.1185;0.3726;0.5168;-0.2;-48.9;13.4;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;41545;2015-09-17 17:18:58:554
-1.3838;2.6252;8.9699;0.033;0.7086;0.4655;-0.8;-49.7;13.9;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;41647;2015-09-17 17:18:58:656
-1.6604;1.9034;7.3466;0.0464;-0.0513;0.672;-2.1;-50.6;15.1;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;41749;2015-09-17 17:18:58:758
-1.5203;2.3092;10.7093;0.2798;-0.3299;0.6561;-3.7;-51.7;15.2;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;41852;2015-09-17 17:18:58:861
-0.498;2.5762;8.7149;0.1381;-0.3531;0.463;-5.0;-52.5;14.5;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;41954;2015-09-17 17:18:58:963
-0.5495;2.8048;8.2468;0.0428;-0.0342;0.1148;-7.1;-53.7;12.5;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;42055;2015-09-17 17:18:59:064
-1.0666;3.0765;8.7053;-0.0623;0.0648;0.0098;-8.1;-54.0;11.3;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;42157;2015-09-17 17:18:59:166
-1.0942;3.0957;9.572;-0.0623;0.0806;0.1014;-9.3;-53.9;10.1;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;42259;2015-09-17 17:18:59:268
-0.9816;3.2717;9.2069;0.0244;-0.2028;0.0318;-10.0;-53.7;9.5;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;42361;2015-09-17 17:18:59:370
-0.5974;1.0319;9.9982;-0.0562;0.3054;0.2175;-11.3;-53.2;8.7;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;42463;2015-09-17 17:18:59:472
-2.2146;1.2091;8.6993;0.3372;-0.2272;0.0134;-12.2;-52.9;8.6;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;42566;2015-09-17 17:18:59:575
-1.579;2.0554;7.039;0.6414;0.0794;1.0544;-13.7;-52.8;8.3;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;42667;2015-09-17 17:18:59:676
0.6129;2.2805;10.2855;-0.854;-0.4423;1.1472;-15.2;-53.2;8.4;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;42769;2015-09-17 17:18:59:778
-0.6117;2.6013;10.161;-0.3824;0.5534;0.9187;-17.9;-54.1;8.0;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;42871;2015-09-17 17:18:59:880
0.4118;2.3487;10.1107;-0.2627;0.4594;1.036;-20.2;-54.8;8.2;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;42973;2015-09-17 17:18:59:982
0.4729;2.1165;10.2771;0.1234;0.5449;0.8931;-22.2;-55.1;8.5;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;43075;2015-09-17 17:19:00:084
-0.9254;1.9285;10.422;-0.1808;0.5986;1.0544;-23.2;-55.3;9.1;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;43177;2015-09-17 17:19:00:186
0.1604;1.6843;7.4747;0.2712;-0.0525;0.7795;-24.8;-55.6;10.0;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;43279;2015-09-17 17:19:00:288
-1.0714;1.9058;10.817;-0.3091;0.672;1.0372;-25.8;-55.7;11.0;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;43381;2015-09-17 17:19:00:390
0.8332;2.2697;8.9495;-0.0098;-0.0672;0.8699;-27.4;-55.8;12.1;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;43484;2015-09-17 17:19:00:493
-0.1448;2.2661;9.1135;-0.0623;0.0232;0.5082;-29.2;-55.8;13.1;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;43586;2015-09-17 17:19:00:595
0.4345;2.4924;9.0728;-0.1943;-0.0012;0.3384;-30.0;-55.7;13.4;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;43687;2015-09-17 17:19:00:696
0.1006;2.5498;9.159;-0.1051;-0.1429;0.0318;-30.1;-55.3;14.2;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;43790;2015-09-17 17:19:00:799
0.723;2.7677;10.8278;0.4019;0.8234;0.2248;-29.5;-54.8;15.1;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;43891;2015-09-17 17:19:00:900
-1.7382;1.2091;10.3322;-0.3176;2.4044;1.273;-28.1;-53.4;18.6;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;43994;2015-09-17 17:19:01:003
-2.8683;1.737;10.5512;0.4386;0.6402;0.4117;-28.5;-51.2;23.8;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;44095;2015-09-17 17:19:01:104
-2.6612;1.5766;8.0278;-0.7709;0.5608;0.562;-28.1;-49.4;26.9;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;44198;2015-09-17 17:19:01:207
-4.4424;2.3966;8.8346;0.2138;0.6292;0.0892;-28.2;-48.6;27.7;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;44299;2015-09-17 17:19:01:308
-3.2046;1.8447;8.5677;-0.2773;-0.6585;0.2896;-28.1;-48.1;26.7;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;44401;2015-09-17 17:19:01:410
-1.9022;2.8706;9.8354;0.1246;0.0061;1.6787;-28.2;-49.1;24.6;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;44504;2015-09-17 17:19:01:513
3.6176;4.4496;4.6136;-1.9511;-1.0531;0.0024;-29.3;-50.3;24.0;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;44605;2015-09-17 17:19:01:614
2.059;2.8431;10.3681;-0.8821;-0.8711;-0.551;-30.8;-52.3;23.5;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;44707;2015-09-17 17:19:01:716
-2.32;1.9597;6.8666;-0.0635;-1.4074;-0.8125;-19.4;-39.7;33.7;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;44809;2015-09-17 17:19:01:818
-2.6995;-1.2558;9.0621;-0.9077;-1.0825;-0.1491;11.2;-21.0;-5.3;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;44911;2015-09-17 17:19:01:920
-5.7461;-3.6368;10.0509;-0.2957;0.1918;-0.1161;15.2;-10.1;-60.0;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;45014;2015-09-17 17:19:02:023
-1.1049;-1.8579;11.9147;-0.9444;0.0794;0.3299;24.0;-7.2;-92.7;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;45115;2015-09-17 17:19:02:124
0.2394;-3.0143;9.1913;-0.0904;0.5424;0.3189;43.4;-31.6;-121.4;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;45217;2015-09-17 17:19:02:226
0.8619;-2.6719;9.5074;0.6573;0.4704;0.2077;50.3;-53.4;-120.4;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;45320;2015-09-17 17:19:02:329
1.142;-1.1636;9.5936;0.2541;0.474;-0.0745;60.1;-68.0;-113.2;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;45421;2015-09-17 17:19:02:430
0.0527;-0.7697;12.864;1.4881;2.1698;0.0953;64.7;-70.4;-110.8;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;45523;2015-09-17 17:19:02:532
-0.4202;0.0658;10.2532;0.0489;0.1503;-0.2358;62.0;-68.9;-115.5;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;45626;2015-09-17 17:19:02:635
-0.1437;-0.0383;9.6989;0.0183;0.0733;0.0;63.4;-69.8;-113.8;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;45727;2015-09-17 17:19:02:736
-0.1712;-0.0287;9.7372;0.0049;0.0;-0.0012;63.7;-70.0;-114.2;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;45829;2015-09-17 17:19:02:838
-0.1688;-0.0275;9.7348;0.0012;-0.0024;-0.0012;63.2;-69.3;-114.9;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;45932;2015-09-17 17:19:02:941
-0.1676;-0.0239;9.7013;0.0024;-0.0012;-0.0012;63.5;-69.3;-114.7;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;46033;2015-09-17 17:19:03:042
-0.1628;-0.0287;9.7288;0.0;-0.0037;-0.0024;63.5;-69.3;-114.6;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;46136;2015-09-17 17:19:03:145
-0.1664;-0.0144;9.5301;0.0098;0.088;0.0;63.5;-69.3;-114.5;36.814346;-119.74833;;336.63804808386834;;124.322586;;0 / 0;46237;2015-09-17 17:19:03:246
